投诉日期,投诉编号,投诉问题,投诉诉求,详细说明,投诉对象
2020-11-03,17351217667,蛋壳公寓拒接履行押金提现多次反映无效,退款,本人于去年九月底与紫梧桐资产管理有限公司旗下蛋壳公寓履行租房合同，截止今年九月份合约期满自动解除合约，其中在对方app上的押金总计2734.80元，本人于10月2号提现，上面显示提现到账时间为7-14个工作日，现已超出工作日半个月有余，并未按时打款给我，多次反映客服无效，生活不易，恳请正义小天使帮我解决问题,紫梧桐
2020-11-06,17351243092,蛋壳公寓到期不退押金,退款,今年跟蛋壳公寓的承租方紫梧桐（上海）公寓管理有限公司的租房合同到期后，按照正常流程退房并在蛋壳公寓的APP上退还押金，一直不给退押金，开始说要14个工作日后，好，我等到14个工作日后再打电话咨询，她们客服说崔一下，后面还是一直没有退款，现在客户电话也很难打进去，每次都是四五十人在排队接通，目前都快1个月...,紫梧桐
2020-10-10,17351010532,蛋壳公寓无理由拒绝提现,退款,民众于2019年11月2日在蛋壳公寓租赁房屋一间，签订合同方为紫梧桐北京资产管理有限公司，于2020年9月14日办理退租，退款金额1496.5元，于9月16日办理提现，约定14个工作日内款项打到银行卡内，2020年10月10日凌晨三点发来短信提现失败需要重新提现，没有任何操作于解释，重新提现还要继续等待14个工作日，这是强行扣留资...,紫梧桐
2020-09-22,17350871956,蛋壳公寓北京紫梧桐资产管理有限公司拒绝承担约定的网络维修义务,"赔偿,作出处罚,改善服务,解释,维修","  2020年6月29日我通过蛋壳公寓（北京紫梧桐资产管理有限公司）租住位于立水桥附件公寓，从7月30日起，所租住的位于立水桥的公寓陆续出现网络故障，期间多次报修（报修方式有客服电话报修、蛋壳APP建立维修单、联系公寓管家进行保修），每次维修后网络可以正常使用一周左右；
  我在全额按时缴纳所有租赁费用的情况下，...",紫梧桐
2020-10-18,17351079131,蛋壳公寓未及时付全房租,解除合同,本人与紫梧桐（上海）公寓管理有限公司（市场称蛋壳公寓）（注册地闵行区紫星路588号2幢2层2236室）于2018年签订合同将一套房屋交其管理出租，租金由其根据合同约定每季度打款。2020年10月该公司单方面打款1个月房租，我于付款日当日电话客服，对收款金额表示疑问，蛋壳公寓客服称从这个付款周期开始，以每月打款方式付...,紫梧桐
2020-10-20,17351103327,紫梧桐北京资产管理有限公司合同约定每月返现但一直拖着不返联系客服电话打不通,"改善服务,立刻返现",蛋壳公寓每月的返现一直拖着不返，客服热线打不通，app客服让等着不给处理，已经超过的14个工作日一直不给处理,紫梧桐
2020-10-22,17351119036,紫梧桐北京资产管理有限公司旗下蛋壳公寓涉嫌合同欺诈恶意不退押金,"退款,赔偿,作出处罚,道歉",我早已按时退租，按合同蛋壳公寓应立即退还我押金，但对方迟迟不退押金，声称会有工作人员联系我解决问题，但多日以来无任何蛋壳公寓人员与我联系，我的押金至今未到账，有理由怀疑蛋壳公寓涉嫌合同欺诈恶意滞留用户资金！,紫梧桐
2020-09-04,17350727084,紫梧桐蛋壳公寓不付水费,补交欠费,蛋壳公寓自与诗景长安东区1号楼2单元1803业主签订合同直至与业主解除合同，一直未缴纳合同期内的水费，本人自8月28日收到收费单后，一直都在与公司客服联系，每次客服人员都说会有工作人员与你联系，可到现在都没有什么工作人员联系。难道蛋壳公寓这么大个公司是想赖账吗？蛋壳公寓应尽快补交水费。,紫梧桐
2020-10-15,17351057624,蛋壳公寓自动解约无理由扣除半个月房租,退款,原告于2020年5月10日星期日与紫梧桐（上海）公寓管理有限公司业务员杨日，电话：15679972***（已离职或者调离其他租房管辖区）签订《房屋代理租赁合同》，租房签约方式为一年并享受租房享2.5个月的优惠活动，被告业务员当时承诺首月半价，第二个月后每个月返房租租金2340元的15%返现房租即351元给原告。后实际返出现不兑...,紫梧桐
2020-10-21,17351107518,紫梧桐北京资产管理有限公司旗下蛋壳公寓不履行合同未退押金,退款,在租房合同早已按时结束后，蛋壳公寓以提现需7-14工作日为由拒绝及时退回押金，现在我已搬出多日，至今未收到押金，有理由怀疑是恶意拒退押金,紫梧桐
2020-10-29,17351170873,蛋壳公寓紫梧桐上海资产管理有限公司租房押金签订活动返现金额未能到账,退款,"1、本人已于2019年10月7日入住蛋壳公寓并签订租房合同(合同如下图)。
2、本人已于2020年10月7日搬出租房合同中所签订的租房。
3、本人于10月8日发起合同押金退款。
4、按蛋壳公寓相关押金提现规定应在7-14工作日打到本人银行账号上。
5、按蛋壳公寓相关活动金额发放规定应在7-14工作日打到本人银行账号上。
6、直至2020...",紫梧桐
2020-10-31,17351193002,蛋壳公寓紫梧桐北京资产管理有限公司欺骗消费者拒不退款,退款,北京从蛋壳app上租赁东铁营定向安置房项目小区A2号楼乙单元1801室，2020年10月13日跟蛋壳管家结算完毕，蛋壳应退款14293.40元人民币到我绑定银行卡账号，到现在已经超过14个工作日蛋壳还未退款，打电话一直联系不上蛋壳相关人员，半小时后接通客服电话，说10月31日一定退款到账，到现在还是没有收到退款。,紫梧桐
2020-11-05,17351232537,紫梧桐天津公寓管理有限公司即蛋壳公寓天津分公司无理由停掉租客房屋宽带网络,"赔偿,作出处罚,维修",蛋壳公寓无故停掉租客房屋宽带网络，导致近半个月无法上网，严重影响个人的正常生活工作与学习。且多次要求维修至今却无人问津，致电蛋壳公寓管家询问相关情况，也一直说不清楚，,紫梧桐
2020-11-02,17351203061,蛋壳公寓活动返现超时客服不予处理,"退款,解释",投诉人本人手机号码：15094523***，于2020年7月6日跟紫梧桐（蛋壳公寓）签订年租合同，首月4.9折，从住满第二个月开始每月返款192连返10个月，合计共减免2个月房租，每月8～22号打款到我绑定的建设银行卡（卡号：6217001050002339***）里，第一个月返款192元9月15号正常收到了，但是第二个月打款期已过10天，至今没有收...,紫梧桐
2020-11-06,17351240631,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉",本人2018年8月与紫梧桐（北京）资产管理有限公司（蛋壳公寓）签订资产委托管理合同，按照合同约定蛋壳公寓应于2020年11月1日支付我下一季度2020年11月1至2021年1月31日的房租，但直至今日我尚未收到下一季度的租金。多次致电其客服，但电话始终无法接通。现逾期未收到房款也没有任何工作人员出面解决问题，蛋壳公寓属于...,紫梧桐
2020-11-05,17351240084,蛋壳公寓逾期不支付房租恶意拖欠房租,立即按照合同支付房租,本人2018年11月21日与紫梧桐（北京）资产管理有限公司（蛋壳公寓）签订资产委托管理合同，按照合同约定蛋壳公寓应于2020年10月31日支付我下一季度2020年10月31至2021年1月30日的房租，但直至今日我尚未收到下一季度的租金。多次致电其客服，但电话始终无法接通。现逾期未收到房款也没有任何工作人员出面解决问题，蛋壳公...,紫梧桐
2020-11-16,17351345125,蛋壳公寓恶意断网拒不维修也不赔偿,维修,您好，本人于2020-8.24日入住的蛋壳公寓（蛋壳公寓是紫梧桐（北京）资产管理有限公司旗下的公寓品牌），入住时间为上海市闵行区莱茵风尚，在我入住不到3个于期间也就是2020-11-4日蛋壳公寓就把网络给我们停了，我们在电脑上显示的是欠费状态，可蛋壳官方却说是更换供应商，之后我们在蛋壳公寓APP中报修，结果是所生成的...,紫梧桐
2020-10-24,17351132706,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉","本人与紫梧桐（上海）公寓管理公司于2019年4月5日签署了《资产委托管理合同》，委托代理权限自2019-04-08至2024-08-15, 合同编号：SHGYSSHE*********。按照合同规定，10月17日为租金付款日，但至今仍然没有收到任何租金，客服电话无法打通，APP上也无法联系客服。请蛋壳公司客服尽快主动和我联系，并请尽快安排租金支付...",紫梧桐
2020-10-27,17351158090,拖欠退租的租房款,"退款,改善服务",本人通过蛋壳公寓管家许振，于2020年7月2日在紫梧桐（北京）有限公司旗下蛋壳公寓APP平台上租住了蛋壳公寓旗下一间房屋，地址是：北京市海淀区甘家口小区33栋7门601室。由于邻居吵闹，蛋壳公寓安排了蛋壳公寓管家李涛安排本人进行无责换租，蛋壳公寓管家李涛本人于2020年9月26日为本人办理换租到蛋壳公寓旗下位于北京市...,紫梧桐
2020-11-10,17351280482,蛋壳公寓余额提现不打款,退款,本人于2020年9月26日在紫梧桐(北京)资产管理有限公司旗下蛋壳公寓APP进行了租房续签，地址是：浙江省杭州市上城区赞成太和广场小区6楼3单元1801室。签约合同日期2020年10月30至2021年10月29日，因工作调动于2020年10月16日电话联系蛋壳公寓客服办理续签无责解约退租，2020年10月19日通过蛋壳（杭州）公寓管理有限公司管...,紫梧桐
2020-10-16,17351070640,蛋壳公寓未按合同按期支付应付账款涉嫌拖欠房东租金且拒绝按合同支付租金,"赔偿,道歉","蛋壳公寓（紫梧桐（北京）资产管理有限公司）目前涉嫌违约合同法，故意拖欠租金，未支付，目前属于单方面违约。根据合同正常在10月10日应付我租金款25293元，但是实际支付了8431元。
同时与客服沟通，针对此事，所说的完全没兑现，客服在10月12日晚上说3个工作日内会有工作人员联系我，给出解决方案，截止10月16日上午10...",紫梧桐
2020-10-11,17351026227,蛋壳公寓私自中断用户网络在未知会用户前提下更换网络运营商,"赔偿,作出处罚,道歉,改善服务,维修","蛋壳公寓（紫梧桐(北京)资产管理有限公司），在未通知用户、租户的情况下擅自切换有线网络供应商，导致了租户长时间的网络中断，对用租户造成一定的经济损失与精神损失。
而在与该公司客服反复沟通过程中，首先对租户提交的维修申请置之不理，长期搁置；之后在电话客服沟通过程当中，不断采用“请等待”等敷衍方式拖延，并...",紫梧桐
2020-10-18,17351089018,从蛋壳公寓退租多日仍未收到剩余租金退款已超过合同退款时限,退款,	本人于2020年2月26日通过蛋壳公寓签约租了上海市闵行区七宝镇联明路黎明花园78号楼604的房间，租期为一年，由于今年9月开始该平台不再提供网络并编造理由，故提前结束一年租期的合同，并顺利与管家完成退租。根据合同号 SHGYCSHE20026871***的内容，紫梧桐（上海）公寓管理有限公司应在7天内向我提供的银行卡支付剩余房...,紫梧桐
